Ticker,Date,Close,ChangePct,Market Cap,YTDpct,Beta,AnalystRating,RecentEarnings,UpcomingEarnings,Sector,FailReason
PFLT,2025-09-29,8.99,-1.91,909.83M,-18.15,0.62,,,,"PennantPark Floating Rate Capital Ltd is a closed-end, externally managed, non-diversified investment company. Its investment objectives are to generate current income and capital appreciation by investing in Floating Rate Loans and other investments made to U.S. middle-market companies. The company believes that Floating Rate Loans to U.S. middle-market companies offer attractive risk-reward to investors due to the limited amount of capital available for such companies and the potential for rising interest rates. The company generate revenue in the form of interest income on the debt securities and dividends.","MarketCap,Beta,MA50x200"
PFS,2025-09-29,19.39,-1.15,2.56B,4.22,1.12,,,,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",MarketCap
PFSA,2025-09-29,0.3,-3.52,12.52M,-85.36,,,,,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"Universe,MarketCap,Beta,YTD,StochRSI,MA50x200"
PFSI,2025-09-29,124.46,0.34,6.41B,24.66,1.15,,,,MORTGAGE BANKERS & LOAN CORRESPONDENTS,Volume
PFX,2025-09-29,47.3,-1.88,96.60M,-5.55,0.12,,,,"PhenixFIN Corp is a non-diversified closed end management investment company operating in United States. Its investment objective is to generate current income and capital appreciation by lending directly to privately held middle market companies to expand their business, refinance and make acquisitions. It mainly invests in senior secured first lien term loans, senior secured second lien term loans, unitranche, senior secured first lien notes, subordinated notes and warrants and minority equity securities. It may also invest in securities of foreign companies. Portfolio of the company mainly consists of securities across all sectors. Revenue generated by the company comprises of interest income, dividend and other income earned through investments made.","Volume,MarketCap,Beta,StochRSI,MA50x200"
PFXNZ,2025-09-29,24.03,0.37,,5.38,,,,,,"Volume,MarketCap,Beta,StochRSI"
PG,2025-09-29,153.12,0.41,356.92B,-7.75,0.27,,,,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","Beta,MA50x200"
PGAC,2025-09-29,10.26,0.0,113.12M,0.49,,,,,BLANK CHECKS,"Volume,MarketCap,Beta"
PGC,2025-09-29,28.06,-0.28,496.28M,-9.98,1.18,,,,"COMMERCIAL BANKS, NEC","Volume,MarketCap,MA50x200"
PGEN,2025-09-29,3.6,2.56,1.24B,233.33,2.12,,,,PHARMACEUTICAL PREPARATIONS,"Universe,MarketCap,YTD"
PGNY,2025-09-29,21.56,0.47,1.85B,21.6,0.99,,,,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC","MarketCap,Beta"
PGR,2025-09-29,243.16,-0.13,142.78B,1.05,0.37,,,,"FIRE, MARINE & CASUALTY INSURANCE","Beta,StochRSI,MA50x200"
PGRE,2025-09-29,6.52,0.0,1.44B,31.45,1.14,,,,REAL ESTATE INVESTMENT TRUSTS,MarketCap
PGY,2025-09-29,32.06,-7.45,2.65B,232.92,2.75,,,,FINANCE SERVICES,"MarketCap,YTD"
PH,2025-09-29,751.96,0.17,95.00B,19.45,1.22,,,,MISCELLANEOUS FABRICATED METAL PRODUCTS,
PHAR,2025-09-29,14.18,2.83,944.82M,35.56,0.48,,,,"Pharming Group is a biopharmaceutical company focused in transforming the lives of patients with rare, debilitating, and life-threatening diseases. The company is actively developing and commercializing a diverse portfolio of innovative treatments, including both biologics and small molecule therapies. Its commercial products are RUCONEST, approved for the treatment of acute attacks in adult and adolescent patients with hereditary angioedema, or HAE; and Joenja (leniolisib), a small-molecule kinase inhibitor, developed for the treatment of activated phosphoinositide 3-kinase delta syndrome.","Volume,MarketCap,Beta"
PHAT,2025-09-29,11.36,-3.57,835.72M,54.98,1.38,,,,PHARMACEUTICAL PREPARATIONS,"MarketCap,YTD"
PHG,2025-09-29,26.98,0.58,25.49B,12.56,0.97,,,,"Koninklijke Philips is a diversified global healthcare company operating in three segments: diagnosis and treatment, connected care, and personal health. Nearly 50% of the company's revenue comes from the diagnosis and treatment segment, which features imaging systems, ultrasound equipment, and image-guided therapy solutions. The connected care segment (under 30% of revenue) encompasses monitoring and analytics systems for hospitals, informatics business, and also houses the sleep and respiratory care segment. Personal health business (remainder of revenue) is mainly oral health and personal care product lines, which include electric toothbrushes and men's grooming and personal-care products.",Beta
PHGE,2025-09-29,0.52,-0.71,13.89M,-33.85,0.69,,,,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","Universe,MarketCap,Beta,StochRSI,MA50x200"
PHH,2025-09-29,0.49,-2.43,17.02M,-89.34,,,,,"Park Ha Biological Technology Co Ltd is engaged in developing its private skincare label, direct skincare products sales and franchise alliances promotions. Its Park Ha brand focuses on providing solutions for problematic skin. The company's Operating Subsidiaries provide skincare and cosmetic products under its brand, Park Ha in China. Its Operating Subsidiaries develop its proprietary beauty products and offer complimentary after-sales beauty services in its physical stores.","Universe,Volume,MarketCap,Beta,YTD,StochRSI,MA50x200"
PHIN,2025-09-29,57.1,-1.75,2.26B,18.22,1.2,,,,MOTOR VEHICLE PARTS & ACCESSORIES,"Volume,MarketCap"
PHIO,2025-09-29,2.34,4.93,12.77M,23.16,0.67,,,,PHARMACEUTICAL PREPARATIONS,"Universe,MarketCap,Beta,StochRSI"
PHLT,2025-09-29,7.71,-0.26,614.63M,154.46,,,,,SERVICES-MISCELLANEOUS BUSINESS SERVICES,"MarketCap,Beta,YTD"
PHM,2025-09-29,132.6,1.11,25.88B,23.19,1.08,,,,OPERATIVE BUILDERS,
PHOE,2025-09-29,8.75,0.0,189.00M,139.73,,,,,"Phoenix Asia Holdings Ltd operates its business through its indirectly wholly-owned Operating Subsidiary, It is engaged in substructure works, such as site formation, ground investigation and foundation works, in Hong Kong. To a lesser extent, the company also provides other construction services such as structural steelworks.","Volume,MarketCap,Beta,YTD,StochRSI"
PHR,2025-09-29,23.73,0.47,1.42B,-5.8,1.77,,,,"SERVICES-BUSINESS SERVICES, NEC","MarketCap,StochRSI"
PHUN,2025-09-29,2.87,3.43,55.92M,-47.14,1.6,,,,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,"Universe,Volume,MarketCap,StochRSI,MA50x200"
PHVS,2025-09-29,23.89,-1.14,1.55B,28.86,0.47,,,,"Pharvaris NV is a late-stage biopharmaceutical company which is engaged in developing novel, oral bradykinin B2 receptor antagonists to prevent and treat HAE attacks. By directly pursuing this clinically therapeutic target with novel small molecules, With positive data in both Phase 2 prophylaxis and studies in HAE, Pharvaris is developing deucrictibant. Pharvaris is currently enrolling a pivotal Phase 3 study for the treatment of HAE attacks and plans to initiate a pivotal Phase 3 study of deucrictibant for the prevention of HAE attacks.","Volume,MarketCap,Beta"
PI,2025-09-29,176.91,0.83,5.10B,20.55,1.81,,,,"ELECTRONIC COMPONENTS, NEC",
PII,2025-09-29,59.06,0.23,3.31B,4.76,1.19,,,,MISCELLANEOUS TRANSPORTATION EQUIPMENT,StochRSI
PIII,2025-09-29,9.5,-2.66,31.90M,-24.0,0.85,,,,SERVICES-HEALTH SERVICES,"Volume,MarketCap,Beta,StochRSI,MA50x200"
PINC,2025-09-29,27.82,0.02,2.30B,30.16,0.43,,,,SERVICES-MANAGEMENT SERVICES,"MarketCap,Beta,StochRSI"
PINE,2025-09-29,14.02,-0.46,199.35M,-15.98,0.48,,,,REAL ESTATE INVESTMENT TRUSTS,"Volume,MarketCap,Beta,MA50x200"
PINS,2025-09-29,33.37,-0.7,22.85B,9.11,1.41,,,,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",
PIPR,2025-09-29,352.38,0.43,6.21B,17.73,1.34,,,,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",Volume
PJT,2025-09-29,180.58,-1.25,4.44B,15.33,0.97,,,,INVESTMENT ADVICE,"Volume,Beta"
PK,2025-09-29,11.49,-0.22,2.30B,-16.58,1.35,,,,HOTELS & MOTELS,MarketCap
PKBK,2025-09-29,21.75,-1.52,261.65M,9.52,0.8,,,,STATE COMMERCIAL BANKS,"Volume,MarketCap,Beta"
PKE,2025-09-29,19.66,1.18,385.80M,36.72,0.84,,,,"AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC","Volume,MarketCap,Beta,StochRSI"
PKG,2025-09-29,216.07,0.06,19.43B,-4.07,0.78,,,,PAPERBOARD CONTAINERS & BOXES,"Beta,StochRSI"
PKOH,2025-09-29,20.96,0.62,299.85M,-16.73,1.01,,,,METAL FORGINGS & STAMPINGS,"Volume,MarketCap,MA50x200"
PKST,2025-09-29,13.08,0.08,480.86M,19.23,1.18,,,,REAL ESTATE INVESTMENT TRUSTS,"Volume,MarketCap"
PL,2025-09-29,12.76,4.59,3.76B,221.41,2.15,,,,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,"YTD,StochRSI"
PLAB,2025-09-29,23.12,-0.43,1.37B,-3.71,1.71,,,,SEMICONDUCTORS & RELATED DEVICES,MarketCap
PLAG,2025-09-29,1.79,2.29,12.74M,-28.4,0.54,,,,"CANNED, FROZEN & PRESERVD FRUIT, VEG & FOOD SPECIALTIES","Universe,Volume,MarketCap,Beta"
PLAY,2025-09-29,18.89,-1.87,667.33M,-37.64,1.32,,,,RETAIL-EATING PLACES,MarketCap
PLBC,2025-09-29,43.83,-0.36,305.60M,-4.78,0.62,,,,SHORT-TERM BUSINESS CREDIT INSTITUTIONS,"Volume,MarketCap,Beta,MA50x200"
PLBL,2025-09-29,9.15,9.85,3.05B,-14.73,,,,,"Polibeli Group Ltd is engaged in goods trading and others to promote the circulation of goods with a focus on making trading easier. The products offered by the company include consumer electronic accessories, household appliances, skincare products, oral-care products, cosmetics products, toys and game products, and health-care products. Geographically, the company derives the majority of its revenue from Japan.","Volume,Beta"
PLBY,2025-09-29,1.55,0.65,165.62M,6.16,1.34,,,,RETAIL-MISCELLANEOUS RETAIL,"Universe,Volume,MarketCap"
PLCE,2025-09-29,6.63,-2.5,150.74M,-36.56,1.64,,,,RETAIL-FAMILY CLOTHING STORES,"MarketCap,MA50x200"
PLD,2025-09-29,114.09,-0.09,105.98B,9.43,0.99,,,,REAL ESTATE INVESTMENT TRUSTS,Beta
PLG,2025-09-29,2.75,7.84,285.99M,103.7,1.23,,,,"Platinum Group Metals Ltd is the operator of the Waterberg Project, a bulk underground PGM deposit located in South Africa. Waterberg was discovered by Platinum Group and is being jointly developed with Implats, the Japan Oil, Gas and Metals National Corporation (JOGMEC) and Hanwa Co. Ltd. Waterberg has the potential to be a large-scale, low-cost producer of palladium, platinum, rhodium, and gold. Geographically, it operates in Canada and South Africa.","Universe,Volume,MarketCap,YTD,StochRSI"
PLL,2025-08-29,7.25,-8.92,,-20.5,1.85,,,,,MarketCap
PLMK,2025-09-26,10.33,0.0,250.43M,3.61,,,,,BLANK CHECKS,"Volume,MarketCap,Beta,StochRSI"
PLMR,2025-09-29,114.11,-0.97,3.09B,9.32,0.87,,,,"FIRE, MARINE & CASUALTY INSURANCE","Volume,Beta,StochRSI,MA50x200"
PLNT,2025-09-29,104.39,0.7,8.70B,4.81,0.85,,,,SERVICES-MEMBERSHIP SPORTS & RECREATION CLUBS,"Beta,StochRSI"
PLOW,2025-09-29,31.16,-1.06,725.79M,31.55,0.9,,,,CONSTRUCTION MACHINERY & EQUIP,"Volume,MarketCap,Beta"
PLPC,2025-09-29,199.3,-0.03,981.82M,55.18,1.07,,,,"WATER, SEWER, PIPELINE, COMM & POWER LINE CONSTRUCTION","Volume,MarketCap,YTD"
PLRX,2025-09-29,1.47,-3.62,93.31M,-88.97,1.15,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,YTD,MA50x200"
PLRZ,2025-09-29,1.12,3.69,6.47M,-99.76,,,,,"Polyrizon Ltd is a clinical development stage biotech company specializing in the development of nasal gels to provide preventative treatment to protect against a wide cross-section of viruses, including certain variants of COVID-19 that are also considered to cause more infections and spread faster than the original strain of the virus (the CDC expects that additional variants of the virus will continue to occur), influenza, allergens, and other toxins. Its technology platforms are Capture & Contain and Trap & Target.","Universe,MarketCap,Beta,YTD,StochRSI,MA50x200"
PLSE,2025-09-29,17.72,-0.28,1.20B,-0.39,1.36,,,,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"Volume,MarketCap,StochRSI,MA50x200"
PLTK,2025-09-29,3.88,7.92,1.35B,-43.61,1.23,,,,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,"Universe,MarketCap,StochRSI,MA50x200"
PLTR,2025-09-29,178.79,0.69,421.26B,137.79,2.31,,,,SERVICES-PREPACKAGED SOFTWARE,"YTD,StochRSI"
PLUG,2025-09-29,2.27,-4.32,2.76B,-2.68,2.28,,,,ELECTRICAL INDUSTRIAL APPARATUS,"Universe,MarketCap,StochRSI"
PLUR,2025-09-29,4.65,0.0,37.93M,7.39,0.71,,,,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","Universe,Volume,MarketCap,Beta,StochRSI"
PLUS,2025-09-29,70.74,-1.24,1.91B,-4.41,1.21,,,,WHOLESALE-COMPUTERS & PERIPHERAL EQUIPMENT & SOFTWARE,"Volume,MarketCap"
PLUT,2025-09-29,3.57,-9.62,60.63M,-10.75,,,,,"Plutus Financial Group Ltd provides financial services. The company has two reportable segments: securities related services and asset management services. The securities related services segment generated commission by offering securities dealing and brokerage services, securities underwriting and placing services, and other financing services. The asset management services segment generated asset management fee by providing asset management services and investment advisory services.","Universe,Volume,MarketCap,Beta,StochRSI"
PLX,2025-09-29,2.13,3.64,164.25M,8.38,0.64,,,,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","Universe,Volume,MarketCap,Beta,StochRSI,MA50x200"
PLXS,2025-09-29,142.38,-0.62,3.87B,-8.27,1.07,,,,PRINTED CIRCUIT BOARDS,Volume
PLYM,2025-09-29,22.16,0.86,978.85M,28.02,0.88,,,,REAL ESTATE INVESTMENT TRUSTS,"MarketCap,Beta"
PM,2025-09-29,162.87,-1.23,256.67B,34.49,0.34,,,,CIGARETTES,"Beta,StochRSI"
PMAX,2025-09-29,0.28,0.86,5.45M,-87.21,,,,,"Powell Max Ltd is an financial communications services provider. Its financial communications services cover a full range of financial printing, corporate reporting, communications and language support services from inception to completion, including typesetting, proofreading, translation, design, printing, electronic reporting, newspaper placement and distribution. It operates in a single business segment which is the provision of corporate financial communications and financial printing services. All operations are carried in Hong Kong.","Universe,Volume,MarketCap,Beta,YTD,StochRSI,MA50x200"
PMCB,2025-09-29,0.99,1.93,6.59M,-39.72,0.57,,,,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","Universe,Volume,MarketCap,Beta,StochRSI,MA50x200"
PMEC,2025-09-29,1.8,-0.83,69.73M,162.2,,,,,"Primech Holdings Ltd is a technology-driven facilities services provider in the public and private sectors operating mainly in Singapore. The services offered by the company include Facilities services, Stewarding services, Cleaning services to offices, Cleaning services to homes, and Cleaning Supplies.","Universe,Volume,MarketCap,Beta,YTD"
PMN,2025-09-29,0.43,5.68,21.18M,-55.0,0.37,,,,PHARMACEUTICAL PREPARATIONS,"Universe,MarketCap,Beta,YTD,StochRSI,MA50x200"
PMNT,2025-09-29,0.48,-0.19,15.40M,-50.34,,,,,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,"Universe,MarketCap,Beta,YTD,StochRSI,MA50x200"
PMT,2025-09-29,12.18,-0.08,1.06B,-3.03,0.89,,,,REAL ESTATE INVESTMENT TRUSTS,"MarketCap,Beta,StochRSI,MA50x200"
PMTR,2025-09-29,10.32,0.68,315.96M,1.18,,,,,BLANK CHECKS,"Volume,MarketCap,Beta,StochRSI"
PMTS,2025-09-29,15.19,-1.62,175.05M,-52.23,1.2,,,,COMMERCIAL PRINTING,"Volume,MarketCap,YTD,StochRSI,MA50x200"
PMVP,2025-09-29,1.44,-2.7,78.43M,-5.88,1.19,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,StochRSI"
PN,2025-09-29,0.65,0.03,17.59M,-83.83,,,,,"Skycorp Solar Group Ltd is a solar PV product provider principally engaged in the manufacture and sale of solar cables and solar connectors. It also has partnerships with multiple IC chip manufacturers and offer customers new and used GPU and HPC servers. Its business is carried out through its operating subsidiaries. The operates in two operating segments: the business to manufacture and sell solar PV products and solar power system solutions service, the business to sell High Performance Computing products and others. Key revenue is generated from Solar PV products. Geographically, key revenue is generated from Mainland China followed by Asia other than mainland China and Others.","Universe,Volume,MarketCap,Beta,YTD,MA50x200"
PNBK,2025-09-29,1.31,-2.24,128.37M,-29.95,0.61,,,,NATIONAL COMMERCIAL BANKS,"Universe,Volume,MarketCap,Beta,MA50x200"
PNC,2025-09-29,201.31,-0.99,80.07B,5.19,1.12,,,,NATIONAL COMMERCIAL BANKS,
PNFP,2025-09-29,94.3,-1.77,7.45B,-16.93,1.41,,,,NATIONAL COMMERCIAL BANKS,MA50x200
PNNT,2025-09-29,6.71,0.52,436.18M,-5.29,0.65,,,,"Pennant Park Investment Corp is a closed-end, non-diversified investment company. Its investment objective is to generate current income and capital appreciation also seeking to preserve capital through debt and equity investments. The company focuses on investing in United States middle-market companies that offer attractive risk-reward to investors and to create a diversified portfolio that includes senior secured debt, mezzanine debt, and equity investments. It generates majority of its revenue from interest and dividends received from investments made.","Volume,MarketCap,Beta"
PNR,2025-09-29,109.5,-0.24,17.99B,9.06,1.2,,,,SPECIAL INDUSTRY MACHINERY (NO METALWORKING MACHINERY),
PNRG,2025-09-29,163.22,-5.34,284.35M,-20.73,0.98,,,,CRUDE PETROLEUM & NATURAL GAS,"Volume,MarketCap,Beta,StochRSI,MA50x200"
PNTG,2025-09-29,25.2,-0.79,877.87M,-4.76,1.05,,,,SERVICES-HEALTH SERVICES,"Volume,MarketCap,StochRSI,MA50x200"
PNW,2025-09-29,87.44,0.78,10.36B,3.71,0.4,,,,ELECTRIC SERVICES,"Beta,StochRSI,MA50x200"
POAI,2025-09-29,1.33,71.58,8.86M,44.55,1.37,,,,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES","Universe,Volume,MarketCap,MA50x200"
POCI,2025-09-29,4.39,0.0,33.65M,-12.38,0.44,,,,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,"Universe,Volume,MarketCap,Beta,StochRSI"
PODC,2025-09-29,1.71,-2.29,46.22M,-17.65,0.93,,,,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","Universe,Volume,MarketCap,Beta,MA50x200"
PODD,2025-09-29,311.05,-2.19,22.38B,21.1,0.97,,,,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Beta
POET,2025-09-29,5.5,-4.43,522.55M,-10.78,1.62,,,,"POET Technologies Inc is a design and development company offering high-speed optical engines, light source products, and custom optical modules to the artificial intelligence systems market and hyperscale data centers. Its integration solutions are based on the POET Optical Interposer, a novel, patented platform that allows the seamless integration of electronic and photonic devices into a single chip using wafer-level semiconductor manufacturing techniques. POET's Optical Interposer platform also solves device integration challenges across a broad range of communication, computing, and sensing applications. The company operates geographically in the United States, Canada, Singapore and China.","MarketCap,StochRSI"
POLA,2025-09-29,3.3,-5.02,8.72M,-5.56,0.66,,,,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES","Universe,Volume,MarketCap,Beta,StochRSI"
POLE,2025-09-29,10.55,0.85,308.67M,5.6,,,,,BLANK CHECKS,"Volume,MarketCap,Beta,StochRSI"
POOL,2025-09-29,310.06,1.37,11.41B,-6.85,1.14,,,,WHOLESALE-MISC DURABLE GOODS,
POR,2025-09-29,43.42,-0.05,4.76B,0.49,0.46,,,,ELECTRIC SERVICES,"Beta,StochRSI"
POST,2025-09-29,106.11,0.17,5.75B,-6.35,0.34,,,,GRAIN MILL PRODUCTS,"Beta,StochRSI,MA50x200"
POWI,2025-09-29,39.89,-0.32,2.24B,-34.34,1.62,,,,SEMICONDUCTORS & RELATED DEVICES,"MarketCap,MA50x200"
POWL,2025-09-29,302.49,3.96,3.51B,32.24,1.59,,,,SWITCHGEAR & SWITCHBOARD APPARATUS,Volume
POWW,2025-09-29,1.5,3.82,168.64M,27.78,1.33,,,,"ORDNANCE & ACCESSORIES, (NO VEHICLES/GUIDED MISSILES)","Universe,Volume,MarketCap,MA50x200"
PPBI,2025-08-29,24.49,0.33,,-0.08,1.39,,,,,"MarketCap,StochRSI"
PPC,2025-09-29,40.38,-0.38,9.63B,-14.51,0.37,,,,POULTRY SLAUGHTERING AND PROCESSING,"Beta,StochRSI,MA50x200"
PPCB,2025-09-29,1.85,1.65,22.95M,-92.29,1.29,,,,PHARMACEUTICAL PREPARATIONS,"Universe,MarketCap,YTD,MA50x200"
PPG,2025-09-29,104.37,0.69,23.39B,-9.57,1.02,,,,"PAINTS, VARNISHES, LACQUERS, ENAMELS & ALLIED PRODS",MA50x200
PPIH,2025-09-29,23.2,1.05,185.84M,60.11,0.63,,,,INDUSTRIAL & COMMERCIAL FANS & BLOWERS & AIR PURIFING EQUIP,"Volume,MarketCap,Beta,YTD"
PPL,2025-09-29,36.92,0.54,27.15B,14.73,0.4,,,,ELECTRIC SERVICES,"Beta,StochRSI"
PPSI,2025-09-29,4.35,0.46,48.04M,5.58,1.09,,,,"POWER, DISTRIBUTION & SPECIALTY TRANSFORMERS","Universe,MarketCap"
PPTA,2025-09-29,20.52,-3.0,2.28B,85.75,1.23,,,,GOLD AND SILVER ORES,"MarketCap,YTD,StochRSI"
PR,2025-09-29,13.04,-4.71,10.18B,-12.28,1.17,,,,CRUDE PETROLEUM & NATURAL GAS,StochRSI
PRA,2025-09-29,23.98,0.25,1.23B,52.64,0.62,,,,"FIRE, MARINE & CASUALTY INSURANCE","Volume,MarketCap,Beta,YTD,StochRSI"
PRAA,2025-09-29,16.15,0.69,626.74M,-21.56,1.24,,,,SHORT-TERM BUSINESS CREDIT INSTITUTIONS,"Volume,MarketCap,MA50x200"
PRAX,2025-09-29,51.21,-2.35,1.10B,-35.6,1.12,,,,PHARMACEUTICAL PREPARATIONS,"Volume,MarketCap,StochRSI,MA50x200"
PRCH,2025-09-29,16.91,-1.05,1.78B,241.62,2.65,,,,SERVICES-PREPACKAGED SOFTWARE,"MarketCap,YTD"
PRCT,2025-09-29,36.4,-0.71,2.04B,-56.23,1.06,,,,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"MarketCap,YTD,StochRSI,MA50x200"
PRDO,2025-09-29,37.83,2.24,2.40B,44.78,0.58,,,,SERVICES-EDUCATIONAL SERVICES,"MarketCap,Beta,StochRSI"
PRE,2025-09-29,13.2,5.01,163.84M,132.39,0.23,,,,"Prenetics Global Ltd is a health sciences company dedicated to advancing consumer health. The consumer initiative is led by IM8, one of the world's fastest-growing supplement brands; Europa, one of the sports distribution companies in the USA; and CircleDNA, a direct-to-consumer DNA testing company. As the first consumer healthcare company to establish a Bitcoin treasury with its initial approximately $20 million Bitcoin purchase and board-approved comprehensive Bitcoin plan of action, Prenetics is pioneering the intersection of healthcare innovation and digital asset adoption.","Volume,MarketCap,Beta,YTD,StochRSI"
PRFX,2025-09-29,1.41,1.44,2.80M,-56.48,0.88,,,,"PainReform Ltd is a clinical-stage specialty pharmaceutical company. It is focused on the reformulation of established therapeutics. The company's product PRF-110 is based on the local anesthetic ropivacaine, targeting the post-operative pain relief market. PRF-110 is an oil-based, viscous, clear solution that is deposited directly into the surgical wound bed before closure to provide localized and extended post-operative analgesia.","Universe,MarketCap,Beta,YTD,StochRSI,MA50x200"
PRG,2025-09-29,32.71,-2.07,1.32B,-22.67,1.27,,,,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC","Volume,MarketCap"
PRGO,2025-09-29,21.77,1.47,2.95B,-16.29,0.61,,,,PHARMACEUTICAL PREPARATIONS,"MarketCap,Beta,StochRSI,MA50x200"
PRGS,2025-09-29,43.5,3.52,1.81B,-32.78,0.8,,,,SERVICES-PREPACKAGED SOFTWARE,"MarketCap,Beta,StochRSI,MA50x200"
PRI,2025-09-29,275.74,-0.62,8.99B,1.46,0.89,,,,LIFE INSURANCE,"Volume,Beta,StochRSI,MA50x200"
PRIM,2025-09-29,133.5,0.06,7.21B,73.62,1.43,,,,"WATER, SEWER, PIPELINE, COMM & POWER LINE CONSTRUCTION","YTD,StochRSI"
PRK,2025-09-29,163.38,-1.41,2.66B,-4.31,1.04,,,,NATIONAL COMMERCIAL BANKS,"Volume,MarketCap"
PRKS,2025-09-29,52.45,1.41,2.85B,-8.85,,,,,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,"MarketCap,Beta,StochRSI"
PRLB,2025-09-29,49.83,-1.13,1.20B,28.59,1.42,,,,FABRICATED STRUCTURAL METAL PRODUCTS,"Volume,MarketCap"
PRLD,2025-09-29,1.46,-2.55,84.90M,16.94,1.69,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,StochRSI"
PRM,2025-09-29,21.25,-1.07,3.15B,67.45,1.32,,,,CHEMICALS & ALLIED PRODUCTS,YTD
PRMB,2025-09-29,22.27,0.34,8.29B,-28.15,,,,,BEVERAGES,"Beta,StochRSI,MA50x200"
PRME,2025-09-29,5.24,2.34,912.76M,75.25,2.16,,,,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","MarketCap,YTD,StochRSI"
PRO,2025-09-29,22.95,0.07,1.11B,6.77,1.38,,,,SERVICES-COMPUTER PROGRAMMING SERVICES,"MarketCap,StochRSI,MA50x200"
PROF,2025-09-29,5.12,-1.82,156.88M,-35.13,0.91,,,,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"Volume,MarketCap,Beta,StochRSI,MA50x200"
PROK,2025-09-29,2.58,3.41,336.13M,48.84,2.25,,,,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","Universe,MarketCap,StochRSI"
PROP,2025-09-29,1.87,0.54,93.52M,-71.96,,,,,CRUDE PETROLEUM & NATURAL GAS,"Universe,MarketCap,Beta,YTD,MA50x200"
PROV,2025-09-29,15.91,-0.58,105.23M,-0.7,0.24,,,,"SAVINGS INSTITUTION, FEDERALLY CHARTERED","Volume,MarketCap,Beta,StochRSI"
PRPH,2025-09-29,0.43,-3.75,18.39M,-51.58,1.04,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,YTD,MA50x200"
PRPL,2025-09-29,0.99,4.02,102.83M,31.92,1.86,,,,HOUSEHOLD FURNITURE,"Universe,Volume,MarketCap"
PRPO,2025-09-29,18.0,3.33,28.21M,235.82,0.3,,,,LABORATORY ANALYTICAL INSTRUMENTS,"Volume,MarketCap,Beta,YTD"
PRQR,2025-09-29,2.15,2.13,222.28M,-21.35,0.96,,,,"ProQR Therapeutics NV is a biopharmaceutical company. It discovers and develops RNA therapeutics for patients with severe genetic rare diseases such as cystic fibrosis, Leber congenital amaurosis type 10, and dystrophic epidermolysis bullosa. The only reportable segment of the company is the discovery and development of different, RNA-based therapeutics.","Universe,Volume,MarketCap,Beta,StochRSI"
PRSO,2025-09-29,1.21,-0.41,7.54M,13.68,1.28,,,,SEMICONDUCTORS & RELATED DEVICES,"Universe,MarketCap"
PRSU,2025-09-29,36.31,-0.79,1.03B,-12.78,,,,,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,"Volume,MarketCap,Beta"
PRTA,2025-09-29,9.48,0.74,506.54M,-30.65,1.31,,,,PHARMACEUTICAL PREPARATIONS,"MarketCap,StochRSI,MA50x200"
PRTG,2025-09-03,6.81,-2.16,,39.55,1.3,,,,,"Volume,MarketCap"
PRTH,2025-09-29,6.87,-2.0,560.22M,-40.21,1.65,,,,"SERVICES-BUSINESS SERVICES, NEC","Volume,MarketCap,MA50x200"
PRTS,2025-09-29,0.72,-4.13,41.51M,-29.39,1.39,,,,RETAIL-AUTO & HOME SUPPLY STORES,"Universe,Volume,MarketCap,MA50x200"
