Ticker,Date,Close,ChangePct,Market Cap,YTDpct,Beta,AnalystRating,RecentEarnings,UpcomingEarnings,Sector,FailReason
RY,2025-09-26,146.11,-0.08,206.06B,22.08,0.75,,,,"Royal Bank of Canada is one of the two largest banks in Canada, with around CAD 2.2 trillion in assets. It is a diversified financial services company, offering personal and commercial banking, wealth management, insurance, corporate banking, and capital markets services. The bank is concentrated in Canada and has dominant market shares. RBC also has wealth and capital market businesses in the US, UK, and other countries. RBC is a top 15 investment bank globally.","Volume,Beta"
RYAM,2025-09-26,6.87,1.93,460.30M,-17.33,1.79,,,,PULP MILLS,"Volume,MarketCap"
RYAN,2025-09-26,55.58,1.87,7.12B,-11.26,0.6,,,,"INSURANCE AGENTS, BROKERS & SERVICE","Beta,StochRSI,MA50x200"
RYDE,2025-09-26,0.35,5.26,14.20M,-30.69,,,,,"Ryde Group Ltd operates a technology platform that provides a range of ride-hailing, carpooling and delivery focused offerings in Singapore. The company operates in twos segments namely Mobility provides on-demand and scheduled carpooling and ride-hailing services, matching riders to its driver partners; and Quick Commerce provides on-demand, scheduled, and multi-stop parcel delivery services.","Universe,Volume,MarketCap,Beta"
RYET,2025-09-26,1.47,-2.0,49.61M,-67.41,,,,,"Ruanyun Edai Technology Inc is primarily engaged in providing online academic exercise question banks with A.I. capabilities, online classes and homework, and on-demand lectures and evaluations that cover all K-12 subject fields and grade levels.","Universe,Volume,MarketCap,Beta,YTD,StochRSI,MA50x200"
RYI,2025-09-26,22.73,2.07,731.88M,27.7,1.21,,,,WHOLESALE-METALS SERVICE CENTERS & OFFICES,"Volume,MarketCap,StochRSI"
RYN,2025-09-26,26.45,1.97,4.08B,1.54,0.75,,,,REAL ESTATE INVESTMENT TRUSTS,"Volume,Beta,StochRSI"
RYOJ,2025-09-26,2.3,6.98,25.87M,-20.69,,,,,rYojbaba Co Ltd is engaged in improving and restoring physical and mental health diminished by work-related stress through consulting and health services. The company provides consulting services to labor unions and companies wishing to build constructive relationships with labor unions and health services to osteopathic clinics and osteopathic beauty salons to alleviate physical ailments created by work-related stress.,"Universe,Volume,MarketCap,Beta,StochRSI"
RYTM,2025-09-26,99.16,0.02,6.59B,65.07,1.2,,,,PHARMACEUTICAL PREPARATIONS,"Volume,YTD,StochRSI"
RZLT,2025-09-26,9.34,6.5,848.18M,81.36,0.84,,,,PHARMACEUTICAL PREPARATIONS,"Volume,MarketCap,Beta,YTD,StochRSI"
RZLV,2025-09-26,5.95,-10.79,1.70B,45.48,,,,,"Rezolve AI PLC is an AI-powered solutions company, specializing in enhancing customer engagement, operational efficiency, and revenue growth for the retail and e-commerce sectors. The company's product, Brain Commerce, powered by its proprietary Large Language Model (LLM) brainpowa, transforms the online shopping experience. By surpassing traditional site search and product discovery tools, Brain Commerce improves conversion rates, increases average order value (AOV), and reduces cart abandonment. The company has one reportable segment, which is cloud-based services. Geographically, the company generates revenue from Canada, the United States, Mexico, Australia, the United Kingdom, and Japan, with the majority of revenue generated from the United States.","MarketCap,Beta"
S,2025-09-26,18.15,0.06,6.08B,-19.58,1.78,,,,SERVICES-PREPACKAGED SOFTWARE,MA50x200
SA,2025-09-26,21.9,1.53,2.24B,81.89,0.91,,,,"Seabridge Gold Inc is a development stage company involved in the exploration, and development of gold properties sited in North America. The company's principal projects include the Kerr-Sulphurets-Mitchell property located in British Columbia, the Courageous Lake property located in the Northwest Territories, and Iksut Property located in northwestern British Columbia, and the 3 Aces Project in southeast Yukon. The company has various other mineral resource projects throughout North America.","Volume,MarketCap,Beta,YTD,StochRSI"
SABR,2025-09-26,1.76,-0.56,694.35M,-50.7,1.92,,,,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","Universe,Volume,MarketCap,YTD,StochRSI,MA50x200"
SABS,2025-09-26,2.01,-4.29,20.93M,-45.82,0.69,,,,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","Universe,Volume,MarketCap,Beta"
SACH,2025-09-26,1.07,0.0,50.66M,-15.08,0.78,,,,REAL ESTATE INVESTMENT TRUSTS,"Universe,Volume,MarketCap,Beta"
SAFE,2025-09-26,15.71,2.41,1.13B,-15.94,1.19,,,,REAL ESTATE INVESTMENT TRUSTS,"Volume,MarketCap,MA50x200"
SAFT,2025-09-26,71.19,-0.01,1.06B,-13.74,0.44,,,,"FIRE, MARINE & CASUALTY INSURANCE","Volume,MarketCap,Beta,MA50x200"
SAFX,2025-09-26,1.44,6.67,218.37M,-96.02,,,,,INDUSTRIAL ORGANIC CHEMICALS,"Universe,Volume,MarketCap,Beta,YTD,StochRSI,MA50x200"
SAGT,2025-09-26,2.03,-4.69,25.88M,-43.61,,,,,"Sagtec Global Ltd is principally involved in the provision of customizable software solutions encompassing several types of software such as a smart ordering system, Speed +, which is a smart solutions application software for the food and beverage industry. The Speed+ software is installed onto its existing Point of Sale (POS) machines, which are sourced from third-party suppliers. The company operates SaaS business, Software Customisation, Data analysis and Hosting Services, Outright Purchase, and Others.","Universe,Volume,MarketCap,Beta,MA50x200"
SAH,2025-09-26,75.0,0.08,2.56B,20.29,1.11,,,,RETAIL-AUTO DEALERS & GASOLINE STATIONS,"Volume,MarketCap"
SAIA,2025-09-26,293.57,-2.57,7.82B,-34.08,1.41,,,,TRUCKING (NO LOCAL),"Volume,MA50x200"
SAIC,2025-09-26,97.67,0.48,4.49B,-12.91,0.56,,,,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,"Volume,Beta,StochRSI"
SAIH,2025-09-26,10.12,9.64,17.16M,-11.95,,,,,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,"Volume,MarketCap,Beta,StochRSI"
SAIL,2025-09-26,21.92,0.0,12.20B,-0.36,,,,,SERVICES-PREPACKAGED SOFTWARE,"Beta,StochRSI"
SAM,2025-09-26,215.02,0.26,2.34B,-28.63,0.73,,,,MALT BEVERAGES,"Volume,MarketCap,Beta,MA50x200"
SAMG,2025-09-26,15.74,-1.38,132.85M,-13.71,0.91,,,,INVESTMENT ADVICE,"Volume,MarketCap,Beta,MA50x200"
SANA,2025-09-26,3.34,-1.47,859.22M,102.42,2.18,,,,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","Universe,Volume,MarketCap,YTD,StochRSI"
SAND,2025-09-26,12.27,2.08,3.60B,114.89,0.62,,,,"Sandstorm Gold Ltd provides financing to companies engaged in gold mining through the gold stream and royalty. Geographically, the company has operational footprints in North America, South & Central America, Africa, and Asia & Australia. The firm's royalties include Hod Maden, Santa Elena, Chapada, Platreef, Greenstone, and Cerro Moro.","Beta,YTD"
SANG,2025-09-26,5.06,4.74,168.65M,-28.83,0.78,,,,"Sangoma Technologies Corp is a provider of hardware and software components that enable or enhance Internet Protocol Communications Systems for both telecom and datacom applications. It is engaged in the development, manufacturing, distribution, and support of voice and data connectivity components for software-based communication applications. Its product includes data and telecom boards for media and signal processing, as well as gateway appliances and software. The Company sells into two geographic centers: USA and Other countries. Key revenue is generated from USA.","Volume,MarketCap,Beta,MA50x200"
SANM,2025-09-26,114.11,0.86,6.08B,51.2,1.27,,,,PRINTED CIRCUIT BOARDS,"Volume,YTD"
SAR,2025-09-26,24.38,0.25,388.91M,0.58,0.55,,,,"Saratoga Investment Corp is a specialty finance company that provides customized financing solutions to U.S. middle-market businesses. The Company invests in senior and unitranche leveraged loans and mezzanine debt, and, to a lesser extent, equity to provide financing for change of ownership transactions, strategic acquisitions, recapitalizations and growth initiatives in partnership with business owners, management teams and financial sponsors. Its objective is to create attractive risk-adjusted returns by generating current income and long-term capital appreciation from its debt and equity investments.","Volume,MarketCap,Beta,StochRSI"
SARO,2025-09-26,26.73,1.98,8.94B,8.92,,,,,AIRCRAFT ENGINES & ENGINE PARTS,"Beta,MA50x200"
SATL,2025-09-26,3.35,-0.15,354.18M,10.0,1.5,,,,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,"Universe,Volume,MarketCap"
SATS,2025-09-26,73.45,0.42,21.13B,222.86,1.26,,,,"COMMUNICATIONS SERVICES, NEC",YTD
SAVA,2025-09-26,2.99,-3.55,144.44M,8.73,1.29,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,StochRSI"
SB,2025-09-26,4.6,-0.22,470.67M,25.68,0.87,,,,"Safe Bulkers Inc is an international provider of marine drybulk transportation services, transporting bulk cargoes, particularly coal, grain and iron ore, along international shipping routes for consumers of marine drybulk transportation services. The company employs its vessels on both period time charters and spot time charters, according to the assessment of market conditions, with consumers of marine drybulk transportation services.","Universe,Volume,MarketCap,Beta,StochRSI"
SBAC,2025-09-26,194.22,-0.62,20.86B,-3.08,0.59,,,,REAL ESTATE INVESTMENT TRUSTS,"Volume,Beta,StochRSI,MA50x200"
SBC,2025-09-26,4.27,0.47,438.00M,-23.06,,,,,SERVICES-OFFICES & CLINICS OF DOCTORS OF MEDICINE,"Universe,Volume,MarketCap,Beta"
SBCF,2025-09-26,30.6,0.33,2.69B,14.74,1.25,,,,STATE COMMERCIAL BANKS,"Volume,MarketCap"
SBDS,2025-09-26,15.88,13.43,26.16M,-2.52,,,,,"SPORTING & ATHLETIC GOODS, NEC","Volume,MarketCap,Beta"
SBET,2025-09-26,16.0,-1.9,3.07B,98.03,1.07,,,,SERVICES-PREPACKAGED SOFTWARE,"YTD,StochRSI"
SBEV,2025-09-26,2.4,9.09,5.14M,-66.1,0.8,,,,BEVERAGES,"Universe,Volume,MarketCap,Beta,YTD,StochRSI,MA50x200"
SBFG,2025-09-26,20.28,-1.36,128.39M,-2.22,0.32,,,,STATE COMMERCIAL BANKS,"Volume,MarketCap,Beta"
SBFM,2025-09-26,1.46,-3.95,6.65M,-53.35,1.26,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,YTD,StochRSI,MA50x200"
SBGI,2025-09-26,14.79,1.23,1.03B,-12.95,1.38,,,,TELEVISION BROADCASTING STATIONS,"Volume,MarketCap,StochRSI,MA50x200"
SBH,2025-09-26,15.98,3.03,1.58B,49.63,1.24,,,,"RETAIL-RETAIL STORES, NEC","Volume,MarketCap"
SBLK,2025-09-26,19.27,-0.46,2.20B,24.32,0.75,,,,"Star Bulk Carriers Corp provides seaborne transportation solutions in the dry bulk sector. The company owns and operates dry bulk carrier vessels, which are used to transport bulk, such as iron ore, coal, grains, bauxite, fertilizers, and steel products. It owns a fleet of vessels that consists of Newcastlemax, Capesize, Post Panamax, Kamsarmax, Panamax, Ultramax, and Supramax. It generates revenues through the voyages it carries out.","Volume,MarketCap,Beta"
SBLX,2025-09-26,4.92,-3.91,4.37M,-30.21,,,,,"COMMUNICATIONS SERVICES, NEC","Universe,Volume,MarketCap,Beta,StochRSI"
SBR,2025-09-26,82.12,0.55,1.20B,26.03,0.51,,,,OIL ROYALTY TRADERS,"Volume,MarketCap,Beta,StochRSI"
SBRA,2025-09-26,18.83,0.86,4.52B,10.44,0.53,,,,REAL ESTATE INVESTMENT TRUSTS,"Beta,StochRSI"
SBSI,2025-09-26,29.03,0.35,873.23M,-6.45,0.83,,,,STATE COMMERCIAL BANKS,"Volume,MarketCap,Beta"
SBUX,2025-09-26,83.39,-0.52,94.79B,-9.53,0.82,,,,RETAIL-EATING & DRINKING PLACES,"Beta,StochRSI,MA50x200"
SBXD,2025-09-25,10.51,0.14,267.53M,4.16,,,,,BLANK CHECKS,"Volume,MarketCap,Beta,StochRSI"
SCCO,2025-09-26,117.0,-0.81,95.03B,30.45,1.12,,,,METAL MINING,"Volume,StochRSI"
SCHL,2025-09-26,27.56,4.35,692.82M,30.37,0.73,,,,BOOKS: PUBLISHING OR PUBLISHING & PRINTING,"Volume,MarketCap,Beta,StochRSI"
SCHW,2025-09-26,95.46,0.72,173.28B,29.28,0.91,,,,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES","Beta,StochRSI"
SCI,2025-09-26,82.11,1.58,11.52B,6.03,0.53,,,,SERVICES-PERSONAL SERVICES,"Volume,Beta,StochRSI"
SCKT,2025-09-26,1.02,0.0,8.12M,-22.73,0.5,,,,ELECTRONIC COMPUTERS,"Universe,Volume,MarketCap,Beta,StochRSI,MA50x200"
SCL,2025-09-26,47.23,1.7,1.07B,-25.25,1.0,,,,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","Volume,MarketCap,MA50x200"
SCLX,2025-09-26,29.21,1.18,203.18M,91.24,1.18,,,,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","Volume,MarketCap,YTD,StochRSI"
SCM,2025-09-26,13.32,-0.45,378.50M,-4.1,0.45,,,,"Stellus Capital Investment Corp is a closed-end, non-diversified management investment company. Its objective is to maximize the total return to its stockholders in the form of current income and capital appreciation. It invests in private middle-market companies through a first lien, second lien, and unsecured debt financing, often with a corresponding equity investment. The company invests in various sectors, such as business services, energy, general industrial, government services, healthcare, software, and specialty finance. The business activity of the firm is functioned through the United States and it generates revenue in the form of interest income on debt investments and capital gains and distributions.","Volume,MarketCap,Beta"
SCNX,2025-09-26,0.85,1.6,16.37M,-85.91,,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,Beta,YTD,StochRSI,MA50x200"
SCOR,2025-09-26,6.12,-3.62,30.69M,-8.79,0.96,,,,"SERVICES-BUSINESS SERVICES, NEC","Volume,MarketCap,Beta"
SCPH,2025-09-26,5.65,0.71,303.29M,58.26,1.22,,,,PHARMACEUTICAL PREPARATIONS,"Volume,MarketCap,YTD,StochRSI"
SCS,2025-09-26,17.09,2.34,1.96B,46.57,1.15,,,,OFFICE FURNITURE (NO WOOD),MarketCap
SCSC,2025-09-26,44.2,0.73,967.30M,-6.02,1.06,,,,WHOLESALE-COMPUTERS & PERIPHERAL EQUIPMENT & SOFTWARE,"Volume,MarketCap"
SCVL,2025-09-26,21.48,-0.83,587.97M,-33.52,1.21,,,,RETAIL-SHOE STORES,"Volume,MarketCap"
SCWO,2025-09-26,0.31,0.78,46.58M,-55.0,1.71,,,,MOTORS & GENERATORS,"Universe,Volume,MarketCap,YTD,MA50x200"
SCYX,2025-09-26,1.07,-0.46,45.07M,-25.86,1.24,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,MA50x200"
SD,2025-09-26,11.69,1.04,429.63M,-2.66,0.93,,,,CRUDE PETROLEUM & NATURAL GAS,"Volume,MarketCap,Beta,StochRSI"
SDA,2025-09-26,2.44,-0.81,250.45M,-72.92,0.58,,,,"SunCar Technology Group Inc operates digital automotive aftersales market service platform and vehicle insurance technology platform. It develops and operates online platforms that connect drivers in China with a range of aftermarket automotive services and insurance coverage options from a nationwide network of service providers. These comprehensive digital systems are built on SunCar's multi-tenant, cloud-based platform.","Universe,Volume,MarketCap,Beta,YTD,MA50x200"
SDGR,2025-09-26,19.3,1.42,1.42B,-5.39,1.8,,,,PHARMACEUTICAL PREPARATIONS,"Volume,MarketCap,StochRSI,MA50x200"
SDHC,2025-09-26,18.26,1.5,939.53M,-26.67,,,,,OPERATIVE BUILDERS,"Volume,MarketCap,Beta,StochRSI,MA50x200"
SDHI,2025-09-24,10.15,0.05,353.61M,0.89,,,,,BLANK CHECKS,"Volume,MarketCap,Beta,StochRSI"
SDHY,2025-09-26,16.77,0.54,413.77M,3.39,0.33,,,,"PGIM Short Duration High Yield Opportunities is a closed-end management investment company. The fund's investment objective is to provide total return, through a combination of current income and capital appreciation. Its seeks to achieve its objective by investing in a diversified portfolio of high yield fixed income instruments.","Volume,MarketCap,Beta"
SDM,2025-09-26,1.85,-86.41,49.44M,-69.72,,,,,"Smart Digital Group Ltd is a holding company and operates through subsidiaries. It is engaged in event planning and execution services. The company services include (1) event planning and execution services (2) internet media services, (3) software customization and marketing services, and (4) business planning and consulting services. Company generates key revenue from internet media services which include developing marketing strategies, designing marketing content, distributing such marketing content on select internet platforms and other related services.","Universe,Volume,MarketCap,Beta,YTD,StochRSI"
SDOT,2025-09-26,5.25,-5.41,5.21M,-86.29,1.29,,,,RETAIL-EATING & DRINKING PLACES,"Volume,MarketCap,YTD,MA50x200"
SDRL,2025-09-26,31.4,0.03,1.95B,-19.78,0.96,,,,DRILLING OIL & GAS WELLS,"Volume,MarketCap,Beta"
SDST,2025-09-26,3.13,-5.15,26.48M,-91.47,,,,,PRIMARY SMELTING & REFINING OF NONFERROUS METALS,"Universe,Volume,MarketCap,Beta,YTD,StochRSI,MA50x200"
SEAT,2025-09-26,16.48,8.14,106.64M,-81.81,1.17,,,,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,"Volume,MarketCap,YTD,StochRSI,MA50x200"
SEB,2025-09-26,3747.42,1.56,3.59B,54.71,0.24,,,,WHOLESALE-FARM PRODUCT RAW MATERIALS,"Volume,Beta,YTD,StochRSI"
SEDG,2025-09-26,39.45,4.09,2.34B,166.55,1.97,,,,SEMICONDUCTORS & RELATED DEVICES,"MarketCap,YTD,StochRSI"
SEE,2025-09-26,34.42,3.36,5.06B,3.39,1.11,,,,"PLASTIC MATERIAL, SYNTH RESIN/RUBBER, CELLULOS (NO GLASS)",
SEED,2025-09-26,1.12,2.16,8.56M,-44.64,0.8,,,,Origin Agritech Ltd is a Chinese agricultural technology company operating in the PRC including seed research and development activities featured in crop seed breeding and genetic improvement. The company's phytase corn was the first transgenic corn to receive the Bio-Safety Certificate from China's Ministry of Agriculture. Origin has established a robust biotechnology seed pipeline including products with glyphosate tolerance and pest resistance (Bt) traits.,"Universe,Volume,MarketCap,Beta,StochRSI,MA50x200"
SEER,2025-09-26,2.27,3.18,127.89M,-2.58,1.36,,,,LABORATORY ANALYTICAL INSTRUMENTS,"Universe,Volume,MarketCap,StochRSI"
SEG,2025-09-26,23.59,0.47,300.35M,-12.4,,,,,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,"Volume,MarketCap,Beta"
SEGG,2025-09-26,4.81,-3.8,18.95M,-63.28,,,,,SERVICES-PREPACKAGED SOFTWARE,"Universe,Volume,MarketCap,Beta,YTD,StochRSI,MA50x200"
SEI,2025-09-26,39.71,3.95,1.77B,34.84,,,,,OIL & GAS FIELD MACHINERY & EQUIPMENT,"MarketCap,Beta,StochRSI"
SEIC,2025-09-26,85.7,0.71,10.59B,4.61,0.94,,,,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES","Volume,Beta"
SELF,2025-09-26,5.06,1.2,57.37M,-4.17,0.24,,,,REAL ESTATE INVESTMENT TRUSTS,"Volume,MarketCap,Beta,MA50x200"
SELX,2025-09-26,0.97,-3.84,36.35M,-33.02,,,,,"Semilux International Ltd is a company that operates through its subsidiaries which is an optical and 3D sensing technology company that is involved in the customization, design and supply of optical components and integrated chip for various industries including autonomous driving, intelligent lighting, as well as unmanned aerial vehicles. In collaboration with its clients, TCO conceptualizes and produces high precision optics and sensing modules that are specifically customized to clients' needs for ease of integration in overall design and production. Applications for TCO's products include automotive laser headlight systems, adaptive driving beams (ADB) as well as light detection and autonomous driving systems (LiDAR).","Universe,Volume,MarketCap,Beta,MA50x200"
SEM,2025-09-26,12.64,1.85,1.57B,-32.73,1.03,,,,SERVICES-HOSPITALS,"Volume,MarketCap,StochRSI,MA50x200"
SEMR,2025-09-26,7.41,-0.54,1.10B,-36.83,1.59,,,,SERVICES-PREPACKAGED SOFTWARE,"Volume,MarketCap,StochRSI,MA50x200"
SENEA,2025-09-26,107.45,2.82,737.51M,37.0,0.44,,,,"CANNED, FRUITS, VEG, PRESERVES, JAMS & JELLIES","Volume,MarketCap,Beta,StochRSI"
SENEB,2025-09-26,104.5,-2.03,717.26M,37.46,,,,,"CANNED, FRUITS, VEG, PRESERVES, JAMS & JELLIES","Volume,MarketCap,Beta"
SENS,2025-09-26,0.46,0.0,374.75M,-2.77,1.88,,,,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL","Universe,Volume,MarketCap,StochRSI,MA50x200"
SEPN,2025-09-26,17.45,4.18,778.01M,-18.27,,,,,PHARMACEUTICAL PREPARATIONS,"Volume,MarketCap,Beta,StochRSI"
SER,2025-09-26,4.97,-0.2,50.95M,-2.55,,,,,PHARMACEUTICAL PREPARATIONS,"Universe,Volume,MarketCap,Beta,StochRSI"
SERA,2025-09-26,3.09,4.75,117.61M,-62.91,0.96,,,,SERVICES-MEDICAL LABORATORIES,"Universe,Volume,MarketCap,Beta,YTD,MA50x200"
SERV,2025-09-26,11.68,-2.67,719.23M,-20.87,,,,,"GENERAL INDUSTRIAL MACHINERY & EQUIPMENT, NEC","MarketCap,Beta"
SES,2025-09-26,1.86,0.54,678.49M,-2.11,2.1,,,,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES","Universe,Volume,MarketCap,StochRSI"
SEVN,2025-09-26,10.54,0.09,158.83M,-18.29,0.48,,,,REAL ESTATE INVESTMENT TRUSTS,"Volume,MarketCap,Beta,MA50x200"
SEZL,2025-09-26,84.19,-0.09,2.86B,85.18,3.24,,,,"SERVICES-BUSINESS SERVICES, NEC","Volume,MarketCap,YTD"
SF,2025-09-26,114.66,2.45,11.72B,8.04,1.24,,,,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",Volume
SFBC,2025-09-26,47.74,1.9,114.00M,-13.17,0.17,,,,"SAVINGS INSTITUTION, FEDERALLY CHARTERED","Volume,MarketCap,Beta,StochRSI,MA50x200"
SFBS,2025-09-26,82.59,0.83,4.51B,-1.2,1.25,,,,STATE COMMERCIAL BANKS,Volume
SFD,2025-09-26,23.35,-1.06,9.18B,18.23,,,,,MEAT PACKING PLANTS,"Volume,Beta,StochRSI"
SFHG,2025-09-26,0.7,-1.87,14.31M,-51.38,,,,,"Samfine Creation Holdings Group Ltd operates through its subsidiaries. It is an established one-stop printing service provider which principally provides printing services in Hong Kong and the PRC. It offers a wide range of printed products such as (i) book products, which mainly include children's books, educational books, art books, notebooks, diaries and journals; and (ii) novelty and packaging products, which mainly include handcraft products, book sets, pop-up books, stationery products, products with assembly parts and other specialized products, shopping bags and package boxes.","Universe,Volume,MarketCap,Beta,YTD,MA50x200"
SFIX,2025-09-26,4.69,-0.42,628.98M,7.32,2.6,,,,RETAIL-CATALOG & MAIL-ORDER HOUSES,"Universe,Volume,MarketCap"
SFL,2025-09-26,7.67,0.13,1.02B,-26.46,0.63,,,,"SFL Corp Ltd is an international ship-owning and chartering company. The company is engaged in transporting crude oil and oil products, dry bulk and containerized cargoes, freight of rolling cargo, and offshore drilling and related activities.","Volume,MarketCap,Beta,MA50x200"
SFM,2025-09-26,109.88,-1.33,10.74B,-17.36,0.69,,,,RETAIL-GROCERY STORES,"Beta,MA50x200"
SFNC,2025-09-26,19.71,0.51,2.85B,-9.17,1.1,,,,NATIONAL COMMERCIAL BANKS,"Volume,MarketCap,MA50x200"
SFST,2025-09-26,45.12,0.56,369.11M,18.58,0.98,,,,NATIONAL COMMERCIAL BANKS,"Volume,MarketCap,Beta,StochRSI"
SFWL,2025-09-26,1.17,1.74,96.52M,5.41,0.14,,,,"Shengfeng Development Ltd is a holding company. Through its subsidiaries, it offers contract logistics services in China. The contract logistics services offered by the company include planning and designing supply chains, designing facilities, processing orders, collecting payments, managing inventories, and providing client services.","Universe,Volume,MarketCap,Beta,StochRSI"
SG,2025-09-26,8.15,-0.24,963.43M,-74.6,2.04,,,,RETAIL-EATING PLACES,"MarketCap,YTD,StochRSI,MA50x200"
SGA,2025-09-26,12.53,2.45,80.69M,11.28,0.3,,,,RADIO BROADCASTING STATIONS,"Volume,MarketCap,Beta,StochRSI"
SGBX,2025-09-26,7.88,-4.08,3.81M,-76.48,1.28,,,,WHOLESALE-LUMBER & OTHER CONSTRUCTION MATERIALS,"Volume,MarketCap,YTD,StochRSI,MA50x200"
SGC,2025-09-26,10.71,-1.65,171.02M,-33.89,0.89,,,,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,"Volume,MarketCap,Beta,MA50x200"
SGD,2025-09-26,1.56,-1.27,5.86M,-36.02,0.75,,,,REAL ESTATE,"Universe,Volume,MarketCap,Beta,StochRSI"
SGHC,2025-09-26,13.3,2.15,6.72B,112.12,1.4,,,,"Super Group (SGHC) Ltd is a holding company that operates online sports betting and gaming businesses. The company's reportable segments are Betway, Spin, and Other. A majority of its revenue is generated from the Betway segment, which is a single-brand online sports betting and casino offering with licenses to operate throughout Europe, the Americas, and Africa. Spin is the company's multi-brand online casino offering, having a diverse portfolio of casino brands such as Jackpot City, Spin Casino, Dream Bingo, Mirror Bingo, etc., designed to be culturally relevant globally while aiming to offer a wide range of casino products. Geographically, the company generates maximum revenue from Africa and Middle East, followed by North America, Europe, Asia-Pacific, and South/Latin America.","YTD,StochRSI"
SGHT,2025-09-26,3.48,1.46,182.24M,-2.79,1.8,,,,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"Universe,Volume,MarketCap,StochRSI"
SGI,2025-09-26,82.64,0.71,17.35B,19.51,,,,,HOUSEHOLD FURNITURE,Beta
SGLY,2025-09-26,1.09,1.87,4.58M,-41.71,0.28,,,,ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO,"Universe,Volume,MarketCap,Beta"
SGML,2025-09-26,7.03,-2.36,782.52M,-42.85,1.47,,,,"Sigma Lithium Corp together with its direct and indirect subsidiaries, is a commercial producer of lithium concentrate. It holds a 100% interest in four mineral properties: Grota do Cirilo, Sao Jose, Santa Clara, and Genipapo, located in the municipalities of Aracuai and Itinga, in the Vale do Jequitinhonha region in the State of Minas Gerais, Brazil.","Volume,MarketCap,StochRSI,MA50x200"
SGMO,2025-09-26,0.66,4.86,200.34M,-41.24,1.79,,,,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","Universe,Volume,MarketCap,StochRSI,MA50x200"
SGMT,2025-09-26,7.34,2.8,238.71M,63.47,2.27,,,,PHARMACEUTICAL PREPARATIONS,"Volume,MarketCap,YTD,StochRSI"
SGN,2025-09-26,1.83,-2.14,7.22M,-32.47,,,,,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,"Universe,Volume,MarketCap,Beta"
SGRP,2025-09-26,1.08,-0.92,25.82M,-45.18,0.4,,,,"SERVICES-BUSINESS SERVICES, NEC","Universe,Volume,MarketCap,Beta,MA50x200"
SGRY,2025-09-26,21.85,1.2,2.80B,2.63,1.45,,,,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC","MarketCap,StochRSI,MA50x200"
SGU,2025-09-26,11.61,-0.77,390.17M,2.02,0.34,,,,"RETAIL-RETAIL STORES, NEC","Volume,MarketCap,Beta,StochRSI,MA50x200"
SHAK,2025-09-26,92.4,-1.92,3.72B,-30.67,1.39,,,,RETAIL-EATING & DRINKING PLACES,"Volume,MA50x200"
SHBI,2025-09-26,16.94,0.0,566.09M,8.45,0.99,,,,NATIONAL COMMERCIAL BANKS,"Volume,MarketCap,Beta"
SHC,2025-09-26,15.81,1.74,4.49B,16.08,1.16,,,,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",Volume
SHCO,2025-09-26,8.84,-0.23,1.72B,19.46,1.53,,,,HOTELS & MOTELS,"Volume,MarketCap"
SHEN,2025-09-26,13.29,0.91,729.58M,7.7,0.89,,,,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),"Volume,MarketCap,Beta"
SHFS,2025-09-26,7.29,4.89,21.26M,-13.32,0.51,,,,FINANCE SERVICES,"Volume,MarketCap,Beta,StochRSI,MA50x200"
SHIM,2025-09-26,2.65,-4.68,93.59M,-1.49,,,,,HEAVY CONSTRUCTION OTHER THAN BLDG CONST - CONTRACTORS,"Universe,Volume,MarketCap,Beta"
